1,60.7601,2.519995,64.19011,0.5599989,-0.5714255,37.23986
1,60.7601,1.399997,63.21011,-1.132488E-06,-0.5714258,36.11988
1,56.35008,-1.120003,57.82009,-1.960003,-0.5714266,31.07993
1,52.92007,-0.280004,56.84008,-2.520003,-0.5714263,29.95992
1,53.90007,0.279996,55.37008,-0.5600049,-0.5714273,31.07997
1,46.55005,-1.680003,49.98006,-3.640005,-0.5714265,24.91992
1,46.55005,-4.480005,47.53005,-5.040005,-0.571427,22.11995
1,44.10004,-1.400003,48.02005,-3.640004,-0.5714263,23.79992
1,53.90007,1.399996,54.88008,0.839996,-0.5714266,32.19993
1,50.47006,-1.120004,50.96006,-1.400004,-0.5714266,27.71993
1,49.00005,-0.840004,49.98006,-1.400004,-0.5714243,27.15982
1,53.41007,2.239997,54.39007,1.679996,-0.5714276,32.75999
1,48.02005,-0.840003,48.51005,-1.120003,-0.5714266,26.59993
1,52.92007,3.079997,53.90007,2.519997,-0.5714266,33.31993
1,54.88007,8.120002,58.31009,6.159998,-0.5714276,39.47999
1,44.59004,-2.086163E-06,45.57004,-0.5600021,-0.5714266,25.47993
1,52.92007,8.120003,56.35008,6.159999,-0.5714276,38.35999
1,53.41007,5.039999,53.90007,4.759998,-0.571427,35.55996
1,52.43007,5.039999,52.92007,4.759998,-0.571427,34.99995
1,45.08004,0.8399979,45.57004,0.5599979,-0.5714266,26.59993
1,49.49006,4.479999,50.47006,3.919999,-0.571427,32.75996
1,45.08004,1.399999,45.57004,1.119999,-0.5714266,27.15993
1,44.59004,2.239999,45.57004,1.679999,-0.5714267,27.71994
1,48.02005,4.759999,49.00005,4.199999,-0.571427,32.19995
1,56.35008,10.08,57.33008,9.52,-0.571427,42.27996
1,44.59004,2.799999,45.08004,2.519999,-0.5714266,28.27993
1,45.57004,5.04,47.04005,4.2,-0.571427,31.07995
1,44.59004,3.36,45.08004,3.08,-0.5714266,28.83993
1,42.63003,5.600002,45.57004,3.92,-0.5714266,29.95993
1,45.08004,7.000003,47.04005,5.880002,-0.5714259,32.7599
0,63.21011,-1.132488E-06,64.19011,0.5599989,0.5714266,-36.11994
0,56.84008,-2.520003,57.82009,-1.960003,0.5714266,-34.99994
0,56.35008,-1.120005,60.7601,1.399995,0.5714266,-33.31994
0,55.37008,-0.5600049,60.7601,2.519995,0.5714266,-32.19994
0,47.53005,-5.040005,49.98006,-3.640005,0.5714269,-32.19995
0,46.55005,-4.480005,48.02005,-3.640005,0.5714267,-31.07994
0,53.90007,0.279996,54.88008,0.839996,0.5714266,-30.51994
0,50.96006,-1.400004,52.92007,-0.280004,0.5714266,-30.51994
0,49.98006,-1.400004,50.47006,-1.120004,0.5714266,-29.95994
0,53.90007,1.399996,54.39007,1.679996,0.5714266,-29.39994
0,48.51005,-1.120003,49.00005,-0.840003,0.5714266,-28.83994
0,53.41007,2.239997,53.90007,2.519997,0.5714266,-28.27994
0,46.55005,-1.680003,48.02005,-0.840003,0.5714266,-28.27994
0,52.92007,3.079997,58.31009,6.159998,0.5714269,-27.15995
0,44.10004,-1.400003,45.57004,-0.560003,0.5714266,-26.59994
0,53.90007,4.759998,56.35008,6.159999,0.571427,-26.03996
0,52.92007,4.759998,53.41007,5.039999,0.571427,-25.47996
0,44.59004,-2.086163E-06,45.57004,0.5599979,0.5714266,-25.47994
0,50.47006,3.919998,52.43007,5.039999,0.571427,-24.91996
0,45.08004,0.8399979,45.57004,1.119998,0.5714266,-24.91994
0,45.08004,1.399999,45.57004,1.679999,0.5714266,-24.35993
0,49.00005,4.199999,49.49006,4.479999,0.571427,-23.79996
0,44.59004,2.239999,45.08004,2.519999,0.5714266,-23.23993
0,54.88007,8.120002,57.33008,9.52,0.5714261,-23.2399
0,47.04005,4.199999,48.02005,4.759999,0.571427,-22.67996
0,44.59004,2.799999,45.08004,3.079999,0.5714266,-22.67993
0,52.92007,8.120003,56.35008,10.08,0.5714261,-22.1199
0,44.59004,3.36,45.57004,3.92,0.5714266,-22.11993
0,45.57004,5.040001,47.04005,5.880002,0.571427,-20.99995
0,42.63003,5.600002,45.08004,7.000003,0.571427,-18.75995

