1,57.82009,1.399995,59.29009,0.5599951,-0.5714266,34.43993
1,54.88008,-1.400005,55.37008,-1.680005,-0.5714266,29.95993
1,50.96006,0.279996,54.39008,-1.680005,-0.5714262,29.39991
1,45.57004,-1.120003,50.47006,-3.920005,-0.5714265,24.91993
1,42.63003,-1.120002,49.00006,-4.760005,-0.5714267,23.23994
1,52.92007,1.399996,55.37008,-4.947186E-06,-0.5714261,31.6399
1,53.41007,2.239997,53.90007,1.959997,-0.5714268,32.75994
1,49.98006,0.279997,50.47006,-3.039837E-06,-0.5714266,28.83993
1,53.41007,2.799997,53.90007,2.519997,-0.5714266,33.31993
1,48.51005,-3.039837E-06,49.00005,-0.280003,-0.5714266,27.71993
1,53.41007,3.359997,53.90007,3.079997,-0.5714266,33.87993
1,47.04005,-0.280003,47.53005,-0.560003,-0.5714266,26.59993
1,58.31009,8.400001,60.27009,7.279999,-0.5714273,41.71997
1,44.59004,0.5599979,45.08004,0.2799979,-0.5714266,26.03993
1,50.47006,5.6,51.94006,4.759999,-0.571427,34.43996
1,45.08004,1.399999,45.57004,1.119999,-0.5714266,27.15993
1,45.08004,1.959999,45.57004,1.679999,-0.5714266,27.71993
1,44.10004,3.64,46.06004,2.519999,-0.571427,28.83995
1,50.47006,6.16,50.96006,5.88,-0.571427,34.99996
1,50.96006,7.000002,51.45006,6.720002,-0.571427,36.11996
1,49.49005,8.400003,51.45006,7.280002,-0.5714262,36.67991
1,46.55005,6.160002,48.02005,5.320001,-0.5714277,32.75999
1,43.61003,6.160002,46.55005,4.48,-0.5714266,31.07994
1,39.69002,3.920001,42.14003,2.52,-0.571426,26.59991
1,46.55004,6.720003,47.04004,6.440002,-0.571427,33.31995
0,55.37008,-1.680005,59.29009,0.5599951,0.5714266,-33.31994
0,54.39008,-1.680005,54.88008,-1.400005,0.5714266,-32.75994
0,49.00006,-4.760005,50.47006,-3.920005,0.5714269,-32.75995
0,55.37008,-4.947186E-06,57.82009,1.399995,0.5714266,-31.63994
0,52.92007,1.399997,53.90007,1.959997,0.5714266,-28.83994
0,50.47006,-3.039837E-06,50.96006,0.279997,0.5714266,-28.83994
0,53.41007,2.239997,53.90007,2.519997,0.5714266,-28.27994
0,49.00005,-0.280003,49.98006,0.279997,0.5714266,-28.27994
0,53.41007,2.799997,53.90007,3.079997,0.5714266,-27.71994
0,47.53005,-0.560003,48.51005,-3.039837E-06,0.5714266,-27.71994
0,53.41007,3.359997,60.27009,7.279999,0.571427,-27.15996
0,45.57004,-1.120003,47.04005,-0.280003,0.5714266,-27.15993
0,42.63003,-1.120002,45.08004,0.2799979,0.5714266,-25.47993
0,51.94006,4.759998,58.31009,8.400001,0.571427,-24.91996
0,44.59004,0.5599979,45.57004,1.119998,0.5714266,-24.91994
0,45.08004,1.399999,45.57004,1.679999,0.5714266,-24.35993
0,45.08004,1.959999,46.06004,2.519999,0.5714267,-23.79994
0,50.47006,5.6,50.96006,5.88,0.571427,-23.23996
0,50.47006,6.160001,51.45006,6.720002,0.571427,-22.67995
0,46.55005,4.48,48.02005,5.320001,0.571427,-22.11996
0,50.96006,7.000002,51.45006,7.280002,0.571427,-22.11996
0,42.14003,2.52,44.10004,3.64,0.5714266,-21.55993
0,46.55005,6.160002,47.04005,6.440002,0.571427,-20.43995
0,46.55004,6.720003,49.49005,8.400003,0.5714269,-19.87994
0,39.69002,3.920001,43.61003,6.160002,0.571427,-18.75995

